period,ticker,session,spot
training,GS,2023-04-14,336.92
training,GS,2023-04-17,339.68
training,GS,2023-04-18,333.91
training,GS,2023-04-19,336.89
training,GS,2023-04-20,338.71
training,GS,2023-04-21,341.66
training,GS,2023-04-24,343.96
training,GS,2023-04-25,339.48
training,GS,2023-04-26,336.56
training,GS,2023-04-27,341.6
training,GS,2023-04-28,343.44
training,GS,2023-05-01,340.57
training,GS,2023-05-02,333.37
training,GS,2023-05-03,328.65
training,GS,2023-05-04,321.26
training,GS,2023-05-05,327.02
training,GS,2023-05-08,326.51
training,GS,2023-05-09,324.77
training,GS,2023-05-10,322.55
training,GS,2023-05-11,320.72
training,GS,2023-05-12,319.5
training,GS,2023-05-15,322.07
training,GS,2023-05-16,320.81
training,GS,2023-05-17,330.18
training,GS,2023-05-18,329.58
training,GS,2023-05-19,326.15
training,GS,2023-05-22,324.92
training,GS,2023-05-23,323.57
training,GS,2023-05-24,319.81
training,GS,2023-05-25,323.88
training,GS,2023-05-26,332.01
training,GS,2023-05-30,329.27
training,GS,2023-05-31,323.9
training,GS,2023-06-01,316.4
training,GS,2023-06-02,323.65
training,GS,2023-06-05,321.81
training,GS,2023-06-06,326.8
training,GS,2023-06-07,335.75
training,GS,2023-06-08,335.47
training,GS,2023-06-09,336.02
training,GS,2023-06-12,339.49
training,GS,2023-06-13,342.5
training,GS,2023-06-14,338.42
training,GS,2023-06-15,339.74
training,GS,2023-06-16,338.31
training,GS,2023-06-20,330.72
training,GS,2023-06-21,325.07
training,GS,2023-06-22,319.58
training,GS,2023-06-23,314.71
training,GS,2023-06-26,312.36
training,GS,2023-06-27,313.45
training,GS,2023-06-28,313.66
training,GS,2023-06-29,323.09
training,GS,2023-06-30,322.54
training,GS,2023-07-03,326.61
training,GS,2023-07-05,320.05
training,GS,2023-07-06,313.0
training,GS,2023-07-07,315.17
training,GS,2023-07-10,316.47
training,GS,2023-07-11,320.88
training,GS,2023-07-12,326.4
training,GS,2023-07-13,328.68
training,GS,2023-07-14,326.19
training,GS,2023-07-17,327.2
training,GS,2023-07-18,337.27
training,GS,2023-07-19,340.55
training,GS,2023-07-20,350.86
training,GS,2023-07-21,351.96
training,GS,2023-07-24,358.93
training,GS,2023-07-25,354.7
training,GS,2023-07-26,357.56
training,GS,2023-07-27,354.51
training,GS,2023-07-28,353.23
training,GS,2023-07-31,355.87
training,GS,2023-08-01,357.72
training,GS,2023-08-02,351.1
training,GS,2023-08-03,353.16
training,GS,2023-08-04,353.22
training,GS,2023-08-07,355.56
training,GS,2023-08-08,348.26
training,GS,2023-08-09,342.69
training,GS,2023-08-10,340.4
training,GS,2023-08-11,340.73
training,GS,2023-08-14,337.74
training,GS,2023-08-15,332.21
training,GS,2023-08-16,329.11
training,GS,2023-08-17,327.52
training,GS,2023-08-18,324.93
training,GS,2023-08-21,322.06
training,GS,2023-08-22,318.79
training,GS,2023-08-23,322.33
training,GS,2023-08-24,319.96
training,GS,2023-08-25,320.15
training,GS,2023-08-28,325.97
training,GS,2023-08-29,332.55
training,GS,2023-08-30,328.58
training,GS,2023-08-31,327.71
training,GS,2023-09-01,327.4
training,GS,2023-09-05,323.75
training,GS,2023-09-06,321.13
training,GS,2023-09-07,321.96
training,GS,2023-09-08,325.52
training,GS,2023-09-11,324.65
training,GS,2023-09-12,330.9
training,GS,2023-09-13,334.98
training,GS,2023-09-14,344.57
training,GS,2023-09-15,342.54
training,GS,2023-09-18,343.32
training,GS,2023-09-19,341.89
training,GS,2023-09-20,336.7
training,GS,2023-09-21,330.24
training,GS,2023-09-22,327.89
training,GS,2023-09-25,328.84
training,GS,2023-09-26,323.82
training,GS,2023-09-27,321.95
training,GS,2023-09-28,325.2
training,GS,2023-09-29,323.57
training,GS,2023-10-02,318.5
training,GS,2023-10-03,306.12
training,GS,2023-10-04,308.6
training,GS,2023-10-05,310.5
training,GS,2023-10-06,312.48
training,GS,2023-10-09,312.61
training,GS,2023-10-10,314.77
training,GS,2023-10-11,313.02
training,GS,2023-10-12,309.85
training,GS,2023-10-13,309.3
training,GS,2023-10-16,314.39
training,GS,2023-10-17,309.36
training,GS,2023-10-18,301.96
training,GS,2023-10-19,299.19
training,GS,2023-10-20,300.05
training,GS,2023-10-23,299.22
training,GS,2023-10-24,299.18
training,GS,2023-10-25,296.76
training,GS,2023-10-26,296.99
training,GS,2023-10-27,289.91
training,GS,2023-10-30,300.83
training,GS,2023-10-31,303.61
training,GS,2023-11-01,307.16
training,GS,2023-11-02,313.76
training,GS,2023-11-03,327.62
training,GS,2023-11-06,323.91
training,GS,2023-11-07,323.95
training,GS,2023-11-08,324.56
training,GS,2023-11-09,320.78
training,GS,2023-11-10,325.51
training,GS,2023-11-13,326.91
training,GS,2023-11-14,338.72
training,GS,2023-11-15,337.6
training,GS,2023-11-16,336.67
training,GS,2023-11-17,339.19
training,GS,2023-11-20,339.45
training,GS,2023-11-21,334.97
training,GS,2023-11-22,338.64
training,GS,2023-11-24,339.15
training,GS,2023-11-27,337.71
training,GS,2023-11-28,337.65
training,GS,2023-11-29,340.26
training,GS,2023-11-30,341.54
training,GS,2023-12-01,348.43
training,GS,2023-12-04,349.39
training,GS,2023-12-05,341.75
training,GS,2023-12-06,341.97
training,GS,2023-12-07,344.62
training,GS,2023-12-08,350.83
training,GS,2023-12-11,351.76
training,GS,2023-12-12,352.61
training,GS,2023-12-13,362.73
training,GS,2023-12-14,383.47
training,GS,2023-12-15,380.51
training,GS,2023-12-18,376.4
training,GS,2023-12-19,382.45
training,GS,2023-12-20,377.52
training,GS,2023-12-21,380.57
training,GS,2023-12-22,380.65
training,GS,2023-12-26,381.61
training,GS,2023-12-27,384.48
training,GS,2023-12-28,386.41
training,GS,2023-12-29,385.77
training,GS,2024-01-02,388.3
training,GS,2024-01-03,381.79
training,GS,2024-01-04,382.95
training,GS,2024-01-05,386.44
training,GS,2024-01-08,388.86
training,GS,2024-01-09,383.74
training,GS,2024-01-10,381.96
training,GS,2024-01-11,379.75
training,GS,2024-01-12,377.75
training,GS,2024-01-16,380.45
training,GS,2024-01-17,377.18
training,GS,2024-01-18,376.91
training,GS,2024-01-19,382.2
training,GS,2024-01-22,385.96
training,GS,2024-01-23,380.77
training,GS,2024-01-24,379.4
training,GS,2024-01-25,382.7
training,GS,2024-01-26,377.79
training,GS,2024-01-29,380.56
training,GS,2024-01-30,386.87
training,GS,2024-01-31,384.01
training,GS,2024-02-01,383.85
training,GS,2024-02-02,387.86
training,GS,2024-02-05,383.02
training,GS,2024-02-06,384.99
training,GS,2024-02-07,386.66
training,GS,2024-02-08,385.04
training,GS,2024-02-09,384.26
training,GS,2024-02-12,392.64
training,GS,2024-02-13,378.75
training,GS,2024-02-14,378.04
training,GS,2024-02-15,385.42
training,GS,2024-02-16,384.44
training,GS,2024-02-20,384.52
training,GS,2024-02-21,388.27
training,GS,2024-02-22,390.47
training,GS,2024-02-23,391.05
training,GS,2024-02-26,390.22
training,GS,2024-02-27,390.81
training,GS,2024-02-28,393.18
training,GS,2024-02-29,389.05
training,GS,2024-03-01,388.1
training,GS,2024-03-04,392.25
training,GS,2024-03-05,390.91
training,GS,2024-03-06,389.57
training,GS,2024-03-07,388.43
training,GS,2024-03-08,386.99
training,GS,2024-03-11,386.16
training,GS,2024-03-12,388.18
training,GS,2024-03-13,392.31
training,GS,2024-03-14,388.61
training,GS,2024-03-15,387.21
training,GS,2024-03-18,384.37
training,GS,2024-03-19,388.66
training,GS,2024-03-20,396.47
training,GS,2024-03-21,413.71
training,GS,2024-03-22,406.82
training,GS,2024-03-25,404.94
training,GS,2024-03-26,406.18
training,GS,2024-03-27,415.25
training,GS,2024-03-28,417.69
training,GS,2024-04-01,413.51
training,GS,2024-04-02,410.15
training,GS,2024-04-03,414.0
training,GS,2024-04-04,406.25
training,GS,2024-04-05,408.07
training,GS,2024-04-08,410.54
training,GS,2024-04-09,410.71
training,GS,2024-04-10,400.76
training,GS,2024-04-11,397.48
training,GS,2024-04-12,389.49
training,GS,2024-04-15,400.88
training,GS,2024-04-16,396.86
training,GS,2024-04-17,403.91
training,GS,2024-04-18,403.11
training,GS,2024-04-19,404.0
training,GS,2024-04-22,417.35
training,GS,2024-04-23,424.0
training,GS,2024-04-24,423.04
training,GS,2024-04-25,420.05
training,GS,2024-04-26,427.57
training,GS,2024-04-29,430.81
training,GS,2024-04-30,426.71
training,GS,2024-05-01,426.95
training,GS,2024-05-02,432.57
training,GS,2024-05-03,438.18
training,GS,2024-05-06,443.67
training,GS,2024-05-07,443.8
training,GS,2024-05-08,446.95
training,GS,2024-05-09,455.56
training,GS,2024-05-10,454.73
training,GS,2024-05-13,453.56
training,GS,2024-05-14,458.47
training,GS,2024-05-15,466.09
training,GS,2024-05-16,464.52
training,GS,2024-05-17,467.72
training,GS,2024-05-20,462.94
training,GS,2024-05-21,470.41
training,GS,2024-05-22,462.38
training,GS,2024-05-23,458.15
training,GS,2024-05-24,461.18
training,GS,2024-05-28,459.81
training,GS,2024-05-29,457.17
training,GS,2024-05-30,450.23
training,GS,2024-05-31,456.52
training,GS,2024-06-03,454.98
training,GS,2024-06-04,455.3
training,GS,2024-06-05,461.68
training,GS,2024-06-06,458.1
training,GS,2024-06-07,454.91
training,GS,2024-06-10,453.55
training,GS,2024-06-11,444.27
training,GS,2024-06-12,448.7
training,GS,2024-06-13,446.35
training,GS,2024-06-14,446.46
training,GS,2024-06-17,450.18
training,GS,2024-06-18,457.43
training,GS,2024-06-20,458.05
training,GS,2024-06-21,450.18
training,GS,2024-06-24,462.09
training,GS,2024-06-25,457.38
training,GS,2024-06-26,455.86
training,GS,2024-06-27,445.96
training,GS,2024-06-28,452.32
training,GS,2024-07-01,463.66
training,GS,2024-07-02,465.61
training,GS,2024-07-03,467.92
training,GS,2024-07-05,464.75
training,GS,2024-07-08,464.82
training,GS,2024-07-09,472.83
training,GS,2024-07-10,478.89
training,GS,2024-07-11,479.23
training,GS,2024-07-12,479.88
training,GS,2024-07-15,492.23
training,GS,2024-07-16,503.02
training,GS,2024-07-17,502.18
training,GS,2024-07-18,486.21
training,GS,2024-07-19,484.93
training,GS,2024-07-22,487.04
training,GS,2024-07-23,492.15
training,GS,2024-07-24,486.7
training,GS,2024-07-25,491.71
training,GS,2024-07-26,499.03
training,GS,2024-07-29,492.72
training,GS,2024-07-30,505.67
training,GS,2024-07-31,509.03
training,GS,2024-08-01,500.12
training,GS,2024-08-02,470.64
training,GS,2024-08-05,459.02
training,GS,2024-08-06,470.22
training,GS,2024-08-07,473.01
training,GS,2024-08-08,485.77
training,GS,2024-08-09,490.26
training,GS,2024-08-12,485.5
training,GS,2024-08-13,491.94
training,GS,2024-08-14,498.7
training,GS,2024-08-15,499.02
training,GS,2024-08-16,504.26
training,GS,2024-08-19,504.68
training,GS,2024-08-20,497.34
training,GS,2024-08-21,496.46
training,GS,2024-08-22,497.75
training,GS,2024-08-23,509.42
training,GS,2024-08-26,507.87
training,GS,2024-08-27,507.26
training,GS,2024-08-28,503.33
training,GS,2024-08-29,510.1
training,GS,2024-08-30,510.25
training,GS,2024-09-03,487.46
training,GS,2024-09-04,490.64
training,GS,2024-09-05,487.88
training,GS,2024-09-06,479.61
training,GS,2024-09-09,488.57
training,GS,2024-09-10,467.13
training,GS,2024-09-11,471.17
training,GS,2024-09-12,474.06
training,GS,2024-09-13,478.99
training,GS,2024-09-16,485.16
training,GS,2024-09-17,485.39
training,GS,2024-09-18,484.58
training,GS,2024-09-19,503.83
training,GS,2024-09-20,498.43
training,GS,2024-09-23,497.41
training,GS,2024-09-24,498.02
training,GS,2024-09-25,491.14
training,GS,2024-09-26,496.92
training,GS,2024-09-27,498.51
training,GS,2024-09-30,495.11
training,GS,2024-10-01,490.17
training,GS,2024-10-02,491.99
training,GS,2024-10-03,486.1
training,GS,2024-10-04,495.16
training,GS,2024-10-07,494.62
training,GS,2024-10-08,496.57
training,GS,2024-10-09,505.18
training,GS,2024-10-10,503.72
training,GS,2024-10-11,516.3
training,GS,2024-10-14,522.75
training,GS,2024-10-15,522.38
training,GS,2024-10-16,529.86
training,GS,2024-10-17,529.0
training,GS,2024-10-18,528.5
training,GS,2024-10-21,517.8
training,GS,2024-10-22,518.3
training,GS,2024-10-23,517.2
training,GS,2024-10-24,524.5
training,GS,2024-10-25,512.6
training,GS,2024-10-28,523.58
training,GS,2024-10-29,524.28
training,GS,2024-10-30,524.4
training,GS,2024-10-31,517.79
training,GS,2024-11-01,519.35
training,GS,2024-11-04,511.47
training,GS,2024-11-05,526.96
training,GS,2024-11-06,595.98
training,GS,2024-11-07,582.17
training,GS,2024-11-08,589.26
training,GS,2024-11-11,602.34
training,GS,2024-11-12,592.59
training,GS,2024-11-13,594.22
training,GS,2024-11-14,588.61
training,GS,2024-11-15,593.54
training,GS,2024-11-18,587.99
training,GS,2024-11-19,581.38
training,GS,2024-11-20,581.93
training,GS,2024-11-21,596.11
training,GS,2024-11-22,602.78
training,GS,2024-11-25,603.03
training,GS,2024-11-26,605.5
training,GS,2024-11-27,605.43
training,GS,2024-11-29,608.57
training,GS,2024-12-02,601.71
training,GS,2024-12-03,602.08
training,GS,2024-12-04,598.71
training,GS,2024-12-05,596.8
training,GS,2024-12-06,599.68
training,GS,2024-12-09,594.12
training,GS,2024-12-10,585.03
training,GS,2024-12-11,592.56
training,GS,2024-12-12,591.61
training,GS,2024-12-13,585.48
training,GS,2024-12-16,586.33
training,GS,2024-12-17,574.68
training,GS,2024-12-18,550.25
training,GS,2024-12-19,553.99
training,GS,2024-12-20,566.1
training,GS,2024-12-23,570.78
training,GS,2024-12-24,582.79
training,GS,2024-12-26,581.23
training,GS,2024-12-27,576.18
training,GS,2024-12-30,573.55
training,GS,2024-12-31,572.62
training,LLY,2014-01-03,51.1
training,LLY,2014-01-06,51.53
training,LLY,2014-01-07,51.19
training,LLY,2014-01-08,51.11
training,LLY,2014-01-09,51.68
training,LLY,2014-01-10,51.93
training,LLY,2014-01-13,52.07
training,LLY,2014-01-14,52.44
training,LLY,2014-01-15,53.41
training,LLY,2014-01-16,55.3
training,LLY,2014-01-17,55.16
training,LLY,2014-01-21,55.59
training,LLY,2014-01-22,55.6
training,LLY,2014-01-23,55.15
training,LLY,2014-01-24,54.12
training,LLY,2014-01-27,54.13
training,LLY,2014-01-28,54.23
training,LLY,2014-01-29,53.91
training,LLY,2014-01-30,53.27
training,LLY,2014-01-31,54.01
training,LLY,2014-02-03,52.66
training,LLY,2014-02-04,53.1
training,LLY,2014-02-05,52.72
training,LLY,2014-02-06,52.72
training,LLY,2014-02-07,53.21
training,LLY,2014-02-10,53.97
training,LLY,2014-02-11,54.51
training,LLY,2014-02-12,53.32
training,LLY,2014-02-13,53.48
training,LLY,2014-02-14,54.2
training,LLY,2014-02-18,55.25
training,LLY,2014-02-19,58.09
training,LLY,2014-02-20,58.05
training,LLY,2014-02-21,57.96
training,LLY,2014-02-24,58.03
training,LLY,2014-02-25,58.48
training,LLY,2014-02-26,58.66
training,LLY,2014-02-27,59.54
training,LLY,2014-02-28,59.61
training,LLY,2014-03-03,59.03
training,LLY,2014-03-04,59.85
training,LLY,2014-03-05,59.43
training,LLY,2014-03-06,58.72
training,LLY,2014-03-07,58.59
training,LLY,2014-03-10,58.9
training,LLY,2014-03-11,58.43
training,LLY,2014-03-12,59.2
training,LLY,2014-03-13,58.34
training,LLY,2014-03-14,58.87
training,LLY,2014-03-17,58.87
training,LLY,2014-03-18,59.4
training,LLY,2014-03-19,59.05
training,LLY,2014-03-20,58.57
training,LLY,2014-03-21,57.78
training,LLY,2014-03-24,57.4
training,LLY,2014-03-25,57.21
training,LLY,2014-03-26,57.48
training,LLY,2014-03-27,57.53
training,LLY,2014-03-28,57.61
training,LLY,2014-03-31,58.86
training,LLY,2014-04-01,58.82
training,LLY,2014-04-02,59.15
training,LLY,2014-04-03,58.97
training,LLY,2014-04-04,59.01
training,LLY,2014-04-07,58.62
training,LLY,2014-04-08,58.58
training,LLY,2014-04-09,60.43
training,LLY,2014-04-10,58.66
training,LLY,2014-04-11,58.45
training,LLY,2014-04-14,58.95
training,LLY,2014-04-15,59.42
training,LLY,2014-04-16,59.96
training,LLY,2014-04-17,60.43
training,LLY,2014-04-21,60.86
training,LLY,2014-04-22,60.03
training,LLY,2014-04-23,59.56
training,LLY,2014-04-24,58.68
training,LLY,2014-04-25,58.5
training,LLY,2014-04-28,58.97
training,LLY,2014-04-29,59.62
training,LLY,2014-04-30,59.1
training,LLY,2014-05-01,59.52
training,LLY,2014-05-02,59.08
training,LLY,2014-05-05,58.88
training,LLY,2014-05-06,58.56
training,LLY,2014-05-07,59.15
training,LLY,2014-05-08,59.5
training,LLY,2014-05-09,59.36
training,LLY,2014-05-12,59.42
training,LLY,2014-05-13,60.04
training,LLY,2014-05-14,60.1
training,LLY,2014-05-15,58.21
training,LLY,2014-05-16,58.34
training,LLY,2014-05-19,58.65
training,LLY,2014-05-20,58.66
training,LLY,2014-05-21,59.07
training,LLY,2014-05-22,59.72
training,LLY,2014-05-23,59.8
training,LLY,2014-05-27,59.73
training,LLY,2014-05-28,59.7
training,LLY,2014-05-29,59.47
training,LLY,2014-05-30,59.86
training,LLY,2014-06-02,59.49
training,LLY,2014-06-03,59.35
training,LLY,2014-06-04,59.22
training,LLY,2014-06-05,59.58
training,LLY,2014-06-06,59.63
training,LLY,2014-06-09,59.74
training,LLY,2014-06-10,59.75
training,LLY,2014-06-11,59.47
training,LLY,2014-06-12,58.88
training,LLY,2014-06-13,58.9
training,LLY,2014-06-16,58.83
training,LLY,2014-06-17,59.25
training,LLY,2014-06-18,59.99
training,LLY,2014-06-19,59.85
training,LLY,2014-06-20,62.03
training,LLY,2014-06-23,62.07
training,LLY,2014-06-24,61.89
training,LLY,2014-06-25,63.0
training,LLY,2014-06-26,63.04
training,LLY,2014-06-27,63.1
training,LLY,2014-06-30,62.17
training,LLY,2014-07-01,62.5
training,LLY,2014-07-02,62.7
training,LLY,2014-07-03,63.06
training,LLY,2014-07-07,62.61
training,LLY,2014-07-08,62.46
training,LLY,2014-07-09,62.62
training,LLY,2014-07-10,62.53
training,LLY,2014-07-11,62.84
training,LLY,2014-07-14,63.01
training,LLY,2014-07-15,62.86
training,LLY,2014-07-16,62.81
training,LLY,2014-07-17,62.26
training,LLY,2014-07-18,63.47
training,LLY,2014-07-21,63.64
training,LLY,2014-07-22,63.72
training,LLY,2014-07-23,64.25
training,LLY,2014-07-24,64.37
training,LLY,2014-07-25,63.78
training,LLY,2014-07-28,63.39
training,LLY,2014-07-29,62.77
training,LLY,2014-07-30,62.62
training,LLY,2014-07-31,61.06
training,LLY,2014-08-01,60.68
training,LLY,2014-08-04,61.63
training,LLY,2014-08-05,60.87
training,LLY,2014-08-06,61.11
training,LLY,2014-08-07,60.35
training,LLY,2014-08-08,60.98
training,LLY,2014-08-11,61.08
training,LLY,2014-08-12,61.37
training,LLY,2014-08-13,60.59
training,LLY,2014-08-14,61.19
training,LLY,2014-08-15,60.84
training,LLY,2014-08-18,61.35
training,LLY,2014-08-19,62.16
training,LLY,2014-08-20,62.01
training,LLY,2014-08-21,62.03
training,LLY,2014-08-22,62.32
training,LLY,2014-08-25,62.73
training,LLY,2014-08-26,62.81
training,LLY,2014-08-27,63.0
training,LLY,2014-08-28,63.11
training,LLY,2014-08-29,63.56
training,LLY,2014-09-02,63.68
training,LLY,2014-09-03,64.15
training,LLY,2014-09-04,64.22
training,LLY,2014-09-05,64.72
training,LLY,2014-09-08,65.0
training,LLY,2014-09-09,64.44
training,LLY,2014-09-10,64.78
training,LLY,2014-09-11,65.18
training,LLY,2014-09-12,65.27
training,LLY,2014-09-15,65.19
training,LLY,2014-09-16,65.8
training,LLY,2014-09-17,65.91
training,LLY,2014-09-18,66.59
training,LLY,2014-09-19,66.53
training,LLY,2014-09-22,66.08
training,LLY,2014-09-23,65.95
training,LLY,2014-09-24,66.19
training,LLY,2014-09-25,65.58
training,LLY,2014-09-26,65.48
training,LLY,2014-09-29,65.34
training,LLY,2014-09-30,64.85
training,LLY,2014-10-01,65.08
training,LLY,2014-10-02,64.83
training,LLY,2014-10-03,65.67
training,LLY,2014-10-06,65.62
training,LLY,2014-10-07,64.22
training,LLY,2014-10-08,65.24
training,LLY,2014-10-09,64.3
training,LLY,2014-10-10,64.15
training,LLY,2014-10-13,63.28
training,LLY,2014-10-14,63.14
training,LLY,2014-10-15,62.87
training,LLY,2014-10-16,61.9
training,LLY,2014-10-17,62.58
training,LLY,2014-10-20,63.1
training,LLY,2014-10-21,64.68
training,LLY,2014-10-22,64.68
training,LLY,2014-10-23,64.35
training,LLY,2014-10-24,66.05
training,LLY,2014-10-27,66.2
training,LLY,2014-10-28,64.83
training,LLY,2014-10-29,65.49
training,LLY,2014-10-30,66.8
training,LLY,2014-10-31,66.33
training,LLY,2014-11-03,66.54
training,LLY,2014-11-04,67.17
training,LLY,2014-11-05,66.99
training,LLY,2014-11-06,66.96
training,LLY,2014-11-07,66.62
training,LLY,2014-11-10,68.35
training,LLY,2014-11-11,67.85
training,LLY,2014-11-12,67.4
training,LLY,2014-11-13,67.68
training,LLY,2014-11-14,67.33
training,LLY,2014-11-17,67.29
training,LLY,2014-11-18,67.78
training,LLY,2014-11-19,67.21
training,LLY,2014-11-20,66.8
training,LLY,2014-11-21,67.36
training,LLY,2014-11-24,66.93
training,LLY,2014-11-25,66.85
training,LLY,2014-11-26,67.32
training,LLY,2014-11-28,68.12
training,LLY,2014-12-01,68.51
training,LLY,2014-12-02,70.38
training,LLY,2014-12-03,71.13
training,LLY,2014-12-04,72.38
training,LLY,2014-12-05,71.85
training,LLY,2014-12-08,72.83
training,LLY,2014-12-09,72.21
training,LLY,2014-12-10,71.05
training,LLY,2014-12-11,71.61
training,LLY,2014-12-12,69.55
training,LLY,2014-12-15,69.67
training,LLY,2014-12-16,69.26
training,LLY,2014-12-17,70.28
training,LLY,2014-12-18,72.45
training,LLY,2014-12-19,72.4
training,LLY,2014-12-22,71.42
training,LLY,2014-12-23,69.74
training,LLY,2014-12-24,70.16
training,LLY,2014-12-26,70.39
training,LLY,2014-12-29,70.1
training,LLY,2014-12-30,69.64
training,LLY,2014-12-31,68.99
training,LLY,2015-01-02,70.06
training,LLY,2015-01-05,69.37
training,LLY,2015-01-06,69.72
training,LLY,2015-01-07,69.23
training,LLY,2015-01-08,70.87
training,LLY,2015-01-09,69.93
training,LLY,2015-01-12,69.42
training,LLY,2015-01-13,69.38
training,LLY,2015-01-14,69.76
training,LLY,2015-01-15,69.74
training,LLY,2015-01-16,70.68
training,LLY,2015-01-20,72.03
training,LLY,2015-01-21,72.24
training,LLY,2015-01-22,72.46
training,LLY,2015-01-23,72.13
training,LLY,2015-01-26,72.11
training,LLY,2015-01-27,71.73
training,LLY,2015-01-28,70.97
training,LLY,2015-01-29,72.11
training,LLY,2015-01-30,72.0
training,LLY,2015-02-02,71.69
training,LLY,2015-02-03,70.89
training,LLY,2015-02-04,70.22
training,LLY,2015-02-05,71.41
training,LLY,2015-02-06,70.36
training,LLY,2015-02-09,69.61
training,LLY,2015-02-10,70.5
training,LLY,2015-02-11,69.95
training,LLY,2015-02-12,70.53
training,LLY,2015-02-13,70.56
training,LLY,2015-02-17,71.56
training,LLY,2015-02-18,71.01
training,LLY,2015-02-19,71.12
training,LLY,2015-02-20,71.88
training,LLY,2015-02-23,71.09
training,LLY,2015-02-24,70.9
training,LLY,2015-02-25,70.36
training,LLY,2015-02-26,70.03
training,LLY,2015-02-27,70.17
training,LLY,2015-03-02,71.12
training,LLY,2015-03-03,70.37
training,LLY,2015-03-04,70.65
training,LLY,2015-03-05,70.59
training,LLY,2015-03-06,68.41
training,LLY,2015-03-09,69.58
training,LLY,2015-03-10,68.78
training,LLY,2015-03-11,68.46
training,LLY,2015-03-12,69.56
training,LLY,2015-03-13,69.89
training,LLY,2015-03-16,71.07
training,LLY,2015-03-17,70.84
training,LLY,2015-03-18,73.54
training,LLY,2015-03-19,74.22
training,LLY,2015-03-20,76.12
training,LLY,2015-03-23,76.36
training,LLY,2015-03-24,75.56
training,LLY,2015-03-25,74.36
training,LLY,2015-03-26,73.44
training,LLY,2015-03-27,73.58
training,LLY,2015-03-30,73.87
training,LLY,2015-03-31,72.65
training,LLY,2015-04-01,71.53
training,LLY,2015-04-02,71.24
training,LLY,2015-04-06,71.31
training,LLY,2015-04-07,71.7
training,LLY,2015-04-08,72.15
training,LLY,2015-04-09,72.36
training,LLY,2015-04-10,73.92
training,LLY,2015-04-13,73.52
training,LLY,2015-04-14,73.46
training,LLY,2015-04-15,73.71
training,LLY,2015-04-16,73.49
training,LLY,2015-04-17,72.47
training,LLY,2015-04-20,72.41
training,LLY,2015-04-21,72.21
training,LLY,2015-04-22,72.3
training,LLY,2015-04-23,72.4
training,LLY,2015-04-24,71.58
training,LLY,2015-04-27,70.89
training,LLY,2015-04-28,71.18
training,LLY,2015-04-29,72.28
training,LLY,2015-04-30,71.87
training,LLY,2015-05-01,73.12
training,LLY,2015-05-04,73.05
training,LLY,2015-05-05,71.91
training,LLY,2015-05-06,72.05
training,LLY,2015-05-07,71.82
training,LLY,2015-05-08,73.26
training,LLY,2015-05-11,73.47
training,LLY,2015-05-12,72.44
training,LLY,2015-05-13,72.8
training,LLY,2015-05-14,73.06
training,LLY,2015-05-15,72.9
training,LLY,2015-05-18,72.94
training,LLY,2015-05-19,73.45
training,LLY,2015-05-20,73.36
training,LLY,2015-05-21,74.27
training,LLY,2015-05-22,74.3
training,LLY,2015-05-26,74.31
training,LLY,2015-05-27,74.9
training,LLY,2015-05-28,76.41
training,LLY,2015-05-29,78.9
training,LLY,2015-06-01,79.0
training,LLY,2015-06-02,77.95
training,LLY,2015-06-03,77.83
training,LLY,2015-06-04,77.68
training,LLY,2015-06-05,78.12
training,LLY,2015-06-08,78.52
training,LLY,2015-06-09,82.77
training,LLY,2015-06-10,83.18
training,LLY,2015-06-11,86.59
training,LLY,2015-06-12,84.21
training,LLY,2015-06-15,84.08
training,LLY,2015-06-16,84.78
training,LLY,2015-06-17,83.53
training,LLY,2015-06-18,83.04
training,LLY,2015-06-19,82.63
training,LLY,2015-06-22,82.92
training,LLY,2015-06-23,82.67
training,LLY,2015-06-24,82.26
training,LLY,2015-06-25,84.8
training,LLY,2015-06-26,85.85
training,LLY,2015-06-29,83.78
training,LLY,2015-06-30,83.49
training,LLY,2015-07-01,84.85
training,LLY,2015-07-02,86.14
training,LLY,2015-07-06,86.35
training,LLY,2015-07-07,88.73
training,LLY,2015-07-08,87.25
training,LLY,2015-07-09,87.48
training,LLY,2015-07-10,88.29
training,LLY,2015-07-13,88.82
training,LLY,2015-07-14,88.76
training,LLY,2015-07-15,86.38
training,LLY,2015-07-16,87.17
training,LLY,2015-07-17,87.37
training,LLY,2015-07-20,87.87
training,LLY,2015-07-21,85.57
training,LLY,2015-07-22,86.38
training,LLY,2015-07-23,86.76
training,LLY,2015-07-24,84.72
training,LLY,2015-07-27,84.15
training,LLY,2015-07-28,85.68
training,LLY,2015-07-29,85.09
training,LLY,2015-07-30,84.54
training,LLY,2015-07-31,84.51
training,LLY,2015-08-03,84.14
training,LLY,2015-08-04,84.05
training,LLY,2015-08-05,84.73
training,LLY,2015-08-06,82.7
training,LLY,2015-08-07,82.27
training,LLY,2015-08-10,83.51
training,LLY,2015-08-11,83.54
training,LLY,2015-08-12,83.38
training,LLY,2015-08-13,83.03
training,LLY,2015-08-14,83.91
training,LLY,2015-08-17,83.47
training,LLY,2015-08-18,83.39
training,LLY,2015-08-19,83.77
training,LLY,2015-08-20,87.33
training,LLY,2015-08-21,84.53
training,LLY,2015-08-24,80.73
training,LLY,2015-08-25,78.26
training,LLY,2015-08-26,81.1
training,LLY,2015-08-27,83.74
